date,home_team,away_team,game_id,url,stage
2020-12-05 15:00:00,Manchester City,Fulham,1485266,https://www.whoscored.com/Matches/1485266/Live/England-Premier-League-2020-2021-Manchester-City-Fulham,
2020-12-05 17:30:00,West Ham,Manchester United,1485274,https://www.whoscored.com/Matches/1485274/Live/England-Premier-League-2020-2021-West-Ham-Manchester-United,
2020-12-06 19:15:00,Liverpool,Wolves,1485264,https://www.whoscored.com/Matches/1485264/Live/England-Premier-League-2020-2021-Liverpool-Wolves,
2020-12-06 14:15:00,Sheffield United,Leicester,1485268,https://www.whoscored.com/Matches/1485268/Live/England-Premier-League-2020-2021-Sheffield-United-Leicester,
2020-12-06 16:30:00,Tottenham,Arsenal,1485270,https://www.whoscored.com/Matches/1485270/Live/England-Premier-League-2020-2021-Tottenham-Arsenal,
2020-12-06 12:00:00,West Bromwich Albion,Crystal Palace,1485272,https://www.whoscored.com/Matches/1485272/Live/England-Premier-League-2020-2021-West-Bromwich-Albion-Crystal-Palace,
2020-12-07 20:00:00,Brighton,Southampton,1485258,https://www.whoscored.com/Matches/1485258/Live/England-Premier-League-2020-2021-Brighton-Southampton,
2020-12-11 20:00:00,Leeds,West Ham,1485284,https://www.whoscored.com/Matches/1485284/Live/England-Premier-League-2020-2021-Leeds-West-Ham,
2020-12-12 20:00:00,Everton,Chelsea,1485280,https://www.whoscored.com/Matches/1485280/Live/England-Premier-League-2020-2021-Everton-Chelsea,
2020-12-12 17:30:00,Manchester United,Manchester City,1485288,https://www.whoscored.com/Matches/1485288/Live/England-Premier-League-2020-2021-Manchester-United-Manchester-City,
2020-12-12 15:00:00,Newcastle,West Bromwich Albion,1485290,https://www.whoscored.com/Matches/1485290/Live/England-Premier-League-2020-2021-Newcastle-West-Bromwich-Albion,
2020-12-12 12:30:00,Wolves,Aston Villa,1485294,https://www.whoscored.com/Matches/1485294/Live/England-Premier-League-2020-2021-Wolves-Aston-Villa,
2020-12-13 19:15:00,Arsenal,Burnley,1485276,https://www.whoscored.com/Matches/1485276/Live/England-Premier-League-2020-2021-Arsenal-Burnley,
2020-12-13 14:15:00,Crystal Palace,Tottenham,1485278,https://www.whoscored.com/Matches/1485278/Live/England-Premier-League-2020-2021-Crystal-Palace-Tottenham,
2020-12-13 16:30:00,Fulham,Liverpool,1485282,https://www.whoscored.com/Matches/1485282/Live/England-Premier-League-2020-2021-Fulham-Liverpool,
